ticker,permno,date,prc,ret,vwretd,normalized_stock_return,normalized_market_return
TSLA,93436,2020-01-31,650.57001,0.55516,-0.001728,155.516,99.8272
TSLA,93436,2020-02-28,667.98999,0.026777,-0.077918,159.680251932,92.0488642304
TSLA,93436,2020-03-31,524.0,-0.215557,-0.141733,125.26005586629387,79.00250255643272
TSLA,93436,2020-04-30,781.88,0.492137,0.129674,186.90516398016413,89.24707307293558
TSLA,93436,2020-05-29,835.0,0.067939,0.053739,199.60331391581252,94.04312153280206
TSLA,93436,2020-06-30,1079.81006,0.293186,0.025299,258.1242111095339,96.42231846446042
TSLA,93436,2020-07-31,1430.76001,0.325011,0.055532,342.0174190864546,101.77684265342883
TSLA,93436,2020-08-31,498.32001,0.741452,0.068442,595.6069185029445,108.74265331831484
TSLA,93436,2020-09-30,429.01001,-0.139087,-0.035056,512.7657390291256,104.93057086358799
TSLA,93436,2020-10-30,388.04001,-0.095499,-0.020178,463.79712371758313,102.81328180470251
TSLA,93436,2020-11-30,567.59998,0.462736,0.123707,678.4127495581627,115.53200445691685
TSLA,93436,2020-12-31,705.66998,0.243252,0.045048,843.4380077136849,120.73649019369203
TSLA,93436,2021-01-29,793.53003,0.124506,-0.000631,948.4511003020849,120.6603054683798
TSLA,93436,2021-02-26,675.5,-0.14874,0.029196,807.3784836431528,124.1831037468346
TSLA,93436,2021-03-31,667.92999,-0.011207,0.030573,798.3301929769641,127.97975377768658
TSLA,93436,2021-04-30,709.44,0.062147,0.04819,847.9440194799034,134.1470981122333
TSLA,93436,2021-05-28,625.21997,-0.118713,0.007092,747.2820410953856,135.09846933204525
TSLA,93436,2021-06-30,679.70001,0.087137,0.023422,812.3979563103143,138.2627456807404
TSLA,93436,2021-07-30,687.20001,0.011034,0.011828,821.3619553602424,139.89811743665223
TSLA,93436,2021-08-31,735.71997,0.070605,0.027146,879.3542162184524,143.69579173258757
TSLA,93436,2021-09-30,775.47998,0.054042,-0.042243,926.87627677133,137.62565040242785
TSLA,93436,2021-10-29,1114.0,0.43653,0.064651,1331.4855778703186,146.5232863265952
TSLA,93436,2021-11-30,1144.76001,0.027612,-0.018351,1368.2505576464737,143.83443749921588
TSLA,93436,2021-12-31,1056.78003,-0.076855,0.033341,1263.093661038554,148.63002147987723
TSLA,93436,2022-01-31,936.71997,-0.113609,-0.059823,1119.5948533016249,139.73852770488654
TSLA,93436,2022-02-28,870.42999,-0.070768,-0.021838,1040.3633647231754,136.6869177368672
TSLA,93436,2022-03-31,1077.59998,0.238009,0.030506,1287.9792087975736,140.85668884934807
TSLA,93436,2022-04-29,870.76001,-0.191945,-0.089387,1040.7580395649234,128.2659320031714
TSLA,93436,2022-05-31,758.26001,-0.129197,-0.002113,906.295223127254,127.9949060888487
TSLA,93436,2022-06-30,673.41998,-0.111888,-0.083998,804.8916632019917,117.24358996719756
TSLA,93436,2022-07-29,891.45001,0.323765,0.090351,1065.4874125385847,127.83666556432385
TSLA,93436,2022-08-31,275.60999,-0.072489,-0.036233,988.2512954910751,123.20475966093171
TSLA,93436,2022-09-30,265.25,-0.037589,-0.091323,951.1039175448612,111.95333139441645
TSLA,93436,2022-10-31,227.53999,-0.142168,0.077394,815.8873757953435,120.61784752435591
TSLA,93436,2022-11-30,194.7,-0.144326,0.052354,698.1336143963048,126.93267431364606
TSLA,93436,2022-12-30,123.18,-0.367334,-0.05712,441.6854012856526,119.68227995685059
TSLA,93436,2023-01-31,173.22,0.406235,0.071823,621.1134702769297,128.27822035019148
TSLA,93436,2023-02-28,205.71001,0.187565,-0.024666,737.6126183294219,125.11410976703365
TSLA,93436,2023-03-31,207.46001,0.008507,0.02395,743.8874888735503,128.1105926959541
TSLA,93436,2023-04-28,164.31,-0.207992,0.008976,589.1648422877629,129.260513375993
TSLA,93436,2023-05-31,203.92999,0.24113,0.000708,731.2301607086112,129.35202981946318
TSLA,93436,2023-06-30,261.76999,0.283627,0.066183,938.6267774999125,137.91293520900473
TSLA,93436,2023-07-31,267.42999,0.021622,0.035618,958.9217656830156,142.82511813527904
TSLA,93436,2023-08-31,258.07999,-0.034962,-0.020608,925.395942911206,139.88177810074723
TSLA,93436,2023-09-29,250.22,-0.030456,-0.047391,897.2120840739021,133.25264075477472
TSLA,93436,2023-10-31,200.84,-0.197346,-0.028865,720.1508681302538,129.40630327938814
TSLA,93436,2023-11-30,240.08,0.195379,0.092053,860.8532245946748,141.31854171516565
TSLA,93436,2023-12-29,248.48,0.034988,0.053604,890.9727572167933,148.8937808252654
TSLA,93436,2024-01-31,187.28999,-0.246257,0.007561,671.5644789428575,150.0195667020852
TSLA,93436,2024-02-29,201.88,0.077901,0.050584,723.880023416985,157.6081564641435
TSLA,93436,2024-03-28,175.78999,-0.129235,0.03245,630.3293885906909,162.72254114140495
TSLA,93436,2024-04-30,183.28,0.042608,-0.042724,657.186463179763,155.77038329367957
TSLA,93436,2024-05-31,178.08,-0.028372,0.046553,638.5407688464268,163.02196194715023
TSLA,93436,2024-06-28,197.88,0.111186,0.026073,709.5375627713855,167.2724335609983
TSLA,93436,2024-07-31,232.07001,0.172781,0.019878,832.1321724045883,170.59747499532384
TSLA,93436,2024-08-30,214.11,-0.077391,0.021572,767.7326314500249,174.27760372592294
TSLA,93436,2024-09-30,261.63,0.221942,0.020969,938.1247471393064,177.93203079845182
TSLA,93436,2024-10-31,249.85001,-0.045025,-0.008298,895.8856803993591,176.45555080688627
TSLA,93436,2024-11-29,345.16,0.381469,0.064855,1237.6382950156221,187.89957555446688
TSLA,93436,2024-12-31,403.84,0.170008,-0.031582,1448.046706274638,181.96533115930572
